Company,Date,Day Close,Prev Close,Turnover,Change (%)
ASIA ASSET,02-Jan-23,7.7,8,8,-3.75
ASIA ASSET,03-Jan-23,7.7,7.9,"78,909.90",-2.5316
ASIA ASSET,04-Jan-23,7.6,7.6,"76,078.00",0
ASIA ASSET,05-Jan-23,7.6,7.8,397.8,-2.5641
ASIA ASSET,09-Jan-23,8.5,7.5,"1,595,930.90",13.3333
ASIA ASSET,10-Jan-23,8.5,8.5,"98,985.40",0
ASIA ASSET,11-Jan-23,8,7.8,"10,689.00",2.5641
ASIA ASSET,12-Jan-23,8,8,"1,590.00",0
ASIA ASSET,13-Jan-23,8,8.1,222.9,-1.2346
ASIA ASSET,17-Jan-23,8,7.8,"223,600.10",2.5641
ASIA ASSET,18-Jan-23,8,7.8,"3,278.00",2.5641
ASIA ASSET,19-Jan-23,7.7,7.8,"180,463.00",-1.2821
ASIA ASSET,20-Jan-23,8.7,7.9,"1,828,289.70",10.1266
ASIA ASSET,23-Jan-23,8.9,8.6,"678,106.80",3.4884
ASIA ASSET,24-Jan-23,8.4,8.9,"42,582.10",-5.618
ASIA ASSET,25-Jan-23,8.4,8.4,430.8,0
ASIA ASSET,26-Jan-23,8.2,8.5,"89,650.80",-3.5294
ASIA ASSET,27-Jan-23,8,8.2,"172,951.60",-2.439
ASIA ASSET,30-Jan-23,8.3,8.3,"1,144,846.40",0
ASIA ASSET,31-Jan-23,8,8.1,"1,040,398.30",-1.2346
ASIA ASSET,01-Feb-23,8,8,"2,288,464.00",0
ASIA ASSET,02-Feb-23,8,8,"153,200.00",0
ASIA ASSET,03-Feb-23,8,8.1,"1,241,769.10",-1.2346
ASIA ASSET,06-Feb-23,8,8.2,65.6,-2.439
ASIA ASSET,07-Feb-23,7.7,8,"190,518.90",-3.75
ASIA ASSET,08-Feb-23,7.8,7.8,"7,956.00",0
ASIA ASSET,09-Feb-23,7.8,7.8,47,0
ASIA ASSET,10-Feb-23,8.2,8,"790,843.90",2.5
ASIA ASSET,13-Feb-23,8,8,"296,836.70",0
ASIA ASSET,14-Feb-23,7.8,8,"53,691.60",-2.5
ASIA ASSET,15-Feb-23,7.9,7.8,"28,295.80",1.2821
ASIA ASSET,16-Feb-23,7.8,7.8,"46,800.00",0
ASIA ASSET,17-Feb-23,8.1,8,"6,997.00",1.25
ASIA ASSET,20-Feb-23,8,8.3,"41,245.00",-3.6145
ASIA ASSET,21-Feb-23,8,8.2,"12,003.70",-2.439
ASIA ASSET,23-Feb-23,8,8.1,575.1,-1.2346
ASIA ASSET,24-Feb-23,7.9,7.9,"78,069.10",0
ASIA ASSET,27-Feb-23,8.3,8,"285,685.10",3.75
ASIA ASSET,28-Feb-23,8.1,8,"30,918.00",1.25
ASIA ASSET,01-Mar-23,8.3,8.2,"15,827.40",1.2195
ASIA ASSET,02-Mar-23,8.3,8.2,"2,239.00",1.2195
ASIA ASSET,03-Mar-23,8.2,8.1,"249,550.00",1.2346
ASIA ASSET,07-Mar-23,8.3,8.3,"44,570.00",0
ASIA ASSET,08-Mar-23,8.4,8.1,"67,071.90",3.7037
ASIA ASSET,09-Mar-23,8.5,8.4,"10,593.10",1.1905
ASIA ASSET,10-Mar-23,8.4,8.4,"8,400.00",0
ASIA ASSET,14-Mar-23,7.8,8.4,"22,980.20",-7.1429
ASIA ASSET,15-Mar-23,7.8,8.2,8.2,-4.878
ASIA ASSET,16-Mar-23,7.9,8.2,"16,654.50",-3.6585
ASIA ASSET,17-Mar-23,8,8,"21,770.00",0
ASIA ASSET,20-Mar-23,7.9,8,"43,626.90",-1.25
ASIA ASSET,21-Mar-23,8,8.2,"73,254.00",-2.439
ASIA ASSET,22-Mar-23,8,8,"102,064.80",0
ASIA ASSET,23-Mar-23,8.1,8.1,"110,054.70",0
ASIA ASSET,24-Mar-23,8.1,8.2,24.6,-1.2195
ASIA ASSET,27-Mar-23,8,8.2,"203,136.40",-2.439
ASIA ASSET,28-Mar-23,8,8.2,410,-2.439
ASIA ASSET,30-Mar-23,8.3,8.1,"587,490.60",2.4691
ASIA ASSET,31-Mar-23,8.3,8.2,41,1.2195
ASIA ASSET,03-Apr-23,8,8.1,"160,000.50",-1.2346
ASIA ASSET,04-Apr-23,7.8,7.8,990.6,0
ASIA ASSET,06-Apr-23,7.8,7.8,39,0
ASIA ASSET,10-Apr-23,8.1,7.9,"2,692.70",2.5316
ASIA ASSET,11-Apr-23,8.1,8.1,"2,002.00",0
ASIA ASSET,12-Apr-23,7.8,8.3,"27,726.20",-6.0241
ASIA ASSET,17-Apr-23,8.2,7.9,"257,480.00",3.7975
ASIA ASSET,18-Apr-23,8.1,8.1,"30,772.40",0
ASIA ASSET,19-Apr-23,7.9,7.9,"12,245.00",0
ASIA ASSET,20-Apr-23,8.2,8.2,"123,016.60",0
ASIA ASSET,21-Apr-23,8.2,8.2,"20,609.10",0
ASIA ASSET,24-Apr-23,8.5,8.3,"651,426.90",2.4096
ASIA ASSET,25-Apr-23,8.5,8.3,"148,894.70",2.4096
ASIA ASSET,26-Apr-23,8,8.5,"169,156.90",-5.8824
ASIA ASSET,27-Apr-23,8.5,8,"1,480,432.90",6.25
ASIA ASSET,28-Apr-23,8.5,8.4,"140,088.00",1.1905
ASIA ASSET,03-May-23,8.5,8.5,"380,268.60",0
ASIA ASSET,04-May-23,8.5,8.5,"526,685.50",0
ASIA ASSET,08-May-23,8.5,8.5,"216,777.10",0
ASIA ASSET,09-May-23,8.6,8.1,"4,308.10",6.1728
ASIA ASSET,10-May-23,8.5,8.5,"169,991.20",0
ASIA ASSET,11-May-23,8.6,8.2,"112,940.00",4.878
ASIA ASSET,12-May-23,8.6,8.6,295,0
ASIA ASSET,16-May-23,8.5,8.5,"85,008.50",0
ASIA ASSET,18-May-23,8.5,8.5,"495,944.00",0
ASIA ASSET,19-May-23,8.1,8.6,"139,830.00",-5.814
ASIA ASSET,22-May-23,8.5,8.5,"935,945.00",0
ASIA ASSET,23-May-23,8.6,8.6,"95,898.50",0
ASIA ASSET,25-May-23,8.5,8.5,"429,846.00",0
ASIA ASSET,30-May-23,8.1,8.1,"40,500.00",0
ASIA ASSET,31-May-23,8.1,8.1,"1,020.80",0
ASIA ASSET,05-Jun-23,8.1,8.1,"50,220.00",0
ASIA ASSET,06-Jun-23,8,8.1,"326,086.00",-1.2346
ASIA ASSET,07-Jun-23,8,8,"8,280.00",0
ASIA ASSET,08-Jun-23,8.3,8.3,"1,054.10",0
ASIA ASSET,09-Jun-23,8.3,8.1,"12,100.40",2.4691
ASIA ASSET,12-Jun-23,8.4,8.4,"76,376.50",0
ASIA ASSET,13-Jun-23,8.5,8.2,"238,865.00",3.6585
ASIA ASSET,14-Jun-23,8.2,8.5,"5,728.50",-3.5294
ASIA ASSET,15-Jun-23,7.9,8.2,"72,972.40",-3.6585
ASIA ASSET,16-Jun-23,8,8,"76,217.20",0
ASIA ASSET,19-Jun-23,8,7.9,"2,877.00",1.2658
ASIA ASSET,20-Jun-23,8,8.4,260,-4.7619
ASIA ASSET,21-Jun-23,8.5,8.4,"212,456.50",1.1905
ASIA ASSET,26-Jun-23,8.1,8.1,"20,535.00",0
ASIA ASSET,27-Jun-23,8.1,8.1,40.5,0
ASIA ASSET,28-Jun-23,8,8.1,"31,025.00",-1.2346
ASIA ASSET,04-Jul-23,9.1,8.5,"141,300.50",7.0588
ASIA ASSET,05-Jul-23,9,9,"10,017.00",0
ASIA ASSET,06-Jul-23,9,8.2,"202,476.00",9.7561
ASIA ASSET,07-Jul-23,8.7,8.8,"10,418.80",-1.1364
ASIA ASSET,10-Jul-23,9.2,9,"1,354,038.00",2.2222
ASIA ASSET,11-Jul-23,9,9.2,"255,956.40",-2.1739
ASIA ASSET,12-Jul-23,9.3,8.7,"217,169.90",6.8966
ASIA ASSET,13-Jul-23,9.5,9.5,"613,473.60",0
ASIA ASSET,14-Jul-23,9.9,9.2,"2,426,326.00",7.6087
ASIA ASSET,17-Jul-23,10,9.9,"1,808,699.60",1.0101
ASIA ASSET,18-Jul-23,10.6,9.9,"4,191,200.40",7.0707
ASIA ASSET,19-Jul-23,11.3,10.7,"6,628,373.60",5.6075
ASIA ASSET,20-Jul-23,11.8,11.7,"12,905,044.20",0.8547
ASIA ASSET,21-Jul-23,12,11.7,"16,983,308.90",2.5641
ASIA ASSET,24-Jul-23,12.2,12,"2,471,276.50",1.6667
ASIA ASSET,25-Jul-23,14,11.9,"16,124,608.20",17.6471
ASIA ASSET,26-Jul-23,13.1,14,"1,513,926.80",-6.4286
ASIA ASSET,27-Jul-23,13.5,13,"264,146.00",3.8462
ASIA ASSET,28-Jul-23,13.5,13.9,"664,977.80",-2.8777
ASIA ASSET,31-Jul-23,12.8,13.5,"321,361.30",-5.1852
ASIA ASSET,02-Aug-23,13,12.8,"446,680.60",1.5625
ASIA ASSET,03-Aug-23,13.8,13,"378,531.70",6.1538
ASIA ASSET,04-Aug-23,13.2,13,"406,404.40",1.5385
ASIA ASSET,07-Aug-23,13.5,13.2,"4,157,971.20",2.2727
ASIA ASSET,08-Aug-23,13.1,13.7,"5,895.90",-4.3796
ASIA ASSET,09-Aug-23,13,13.2,"513,649.60",-1.5152
ASIA ASSET,10-Aug-23,13,13,"14,770,504.30",0
ASIA ASSET,11-Aug-23,12.3,13.2,"159,843.20",-6.8182
ASIA ASSET,14-Aug-23,13,12,"781,077.50",8.3333
ASIA ASSET,15-Aug-23,12.5,13,"517,298.50",-3.8462
ASIA ASSET,16-Aug-23,13,12.5,"638,068.00",4
ASIA ASSET,17-Aug-23,13,13.1,"733,024.70",-0.7634
ASIA ASSET,18-Aug-23,13.5,12.7,"2,978,067.20",6.2992
ASIA ASSET,21-Aug-23,13,13.7,"66,113.90",-5.1095
ASIA ASSET,22-Aug-23,13.2,13,"553,519.80",1.5385
ASIA ASSET,23-Aug-23,13,13,"573,717.10",0
ASIA ASSET,24-Aug-23,13,13,"1,760,922.10",0
ASIA ASSET,25-Aug-23,13,13.1,"1,194,146.20",-0.7634
ASIA ASSET,28-Aug-23,13,13.1,"2,301,691.10",-0.7634
ASIA ASSET,29-Aug-23,13.1,13,"412,826.60",0.7692
ASIA ASSET,31-Aug-23,13.1,13.1,"546,725.00",0
ASIA ASSET,01-Sep-23,14.1,13.2,"12,207,195.40",6.8182
ASIA ASSET,04-Sep-23,14,14.4,"96,964.00",-2.7778
ASIA ASSET,05-Sep-23,14,14.2,"258,922.10",-1.4085
ASIA ASSET,06-Sep-23,14,14,"1,022,156.20",0
ASIA ASSET,07-Sep-23,13.9,13.9,"70,153.10",0
ASIA ASSET,08-Sep-23,14.2,14.2,"754,748.20",0
ASIA ASSET,11-Sep-23,14.1,14.2,"19,846,630.80",-0.7042
ASIA ASSET,12-Sep-23,14.1,14.3,"642,919.50",-1.3986
ASIA ASSET,13-Sep-23,14.5,14,"907,672.50",3.5714
ASIA ASSET,14-Sep-23,14.5,14.5,519,0
ASIA ASSET,15-Sep-23,14.1,14.3,"1,822.70",-1.3986
ASIA ASSET,18-Sep-23,14,14,"71,430.00",0
ASIA ASSET,19-Sep-23,13.7,14,"46,067.10",-2.1429
ASIA ASSET,20-Sep-23,14,13.5,"9,088.10",3.7037
ASIA ASSET,21-Sep-23,14,14,"104,734.00",0
ASIA ASSET,25-Sep-23,14,14,"228,270.10",0
ASIA ASSET,26-Sep-23,14,14,"28,014.00",0
ASIA ASSET,27-Sep-23,13.9,13.4,"78,648.00",3.7313
ASIA ASSET,03-Oct-23,13.3,13.3,"6,650.00",0
ASIA ASSET,04-Oct-23,13.2,13.8,"1,458.00",-4.3478
ASIA ASSET,05-Oct-23,13.8,13.2,"69,522.00",4.5455
ASIA ASSET,06-Oct-23,13.6,13.9,"144,107.00",-2.1583
ASIA ASSET,09-Oct-23,13.7,13.7,"70,021.50",0
ASIA ASSET,10-Oct-23,13.8,13.5,"1,825.80",2.2222
ASIA ASSET,11-Oct-23,13.5,13.6,"196,420.00",-0.7353
ASIA ASSET,12-Oct-23,13.7,13.8,"582,003.30",-0.7246
ASIA ASSET,13-Oct-23,13.8,13.7,"559,953.00",0.7299
ASIA ASSET,16-Oct-23,13.7,13.7,"2,740.00",0
ASIA ASSET,17-Oct-23,13.6,13.6,"3,549.60",0
ASIA ASSET,18-Oct-23,13,13.1,"323,723.60",-0.7634
ASIA ASSET,19-Oct-23,13,13,"1,015.00",0
ASIA ASSET,20-Oct-23,13,13,"2,600.00",0
ASIA ASSET,23-Oct-23,13,13,"2,600.00",0
ASIA ASSET,24-Oct-23,13,13.7,"761,965.20",-5.1095
ASIA ASSET,25-Oct-23,13,13,"85,917.00",0
ASIA ASSET,26-Oct-23,13.5,13.1,"76,394.10",3.0534
ASIA ASSET,27-Oct-23,13.5,13.5,"1,822.50",0
ASIA ASSET,30-Oct-23,13.7,13.5,"4,760.00",1.4815
ASIA ASSET,31-Oct-23,13.8,13.8,"97,993.60",0
ASIA ASSET,01-Nov-23,13.6,13.7,"38,994.00",-0.7299
ASIA ASSET,02-Nov-23,13.5,13.6,"163,641.00",-0.7353
ASIA ASSET,03-Nov-23,13.2,13.2,"3,965.00",0
ASIA ASSET,06-Nov-23,13.1,13,"18,634.80",0.7692
ASIA ASSET,07-Nov-23,13.1,13.5,13.5,-2.963
ASIA ASSET,08-Nov-23,13.4,12.2,"6,220.00",9.8361
ASIA ASSET,09-Nov-23,13.2,13.3,"7,930.00",-0.7519
ASIA ASSET,10-Nov-23,13.2,13.2,13.2,0
ASIA ASSET,13-Nov-23,13.1,13.2,"85,945.30",-0.7576
ASIA ASSET,15-Nov-23,12.5,13.1,"100,668.00",-4.5802
ASIA ASSET,16-Nov-23,13.3,13.3,"1,330.00",0
ASIA ASSET,21-Nov-23,12.4,12.5,"12,865.90",-0.8
ASIA ASSET,22-Nov-23,12.4,13,505.6,-4.6154
ASIA ASSET,23-Nov-23,11.9,12.2,"24,829.40",-2.459
ASIA ASSET,24-Nov-23,12,12,"6,714.00",0
ASIA ASSET,27-Nov-23,12,12.8,"130,058.70",-6.25
ASIA ASSET,01-Dec-23,12,12.7,25.4,-5.5118
ASIA ASSET,04-Dec-23,12,11.8,271.4,1.6949
ASIA ASSET,05-Dec-23,11.8,12.8,"11,260.00",-7.8125
ASIA ASSET,06-Dec-23,13.1,13.1,"1,322.00",0
ASIA ASSET,07-Dec-23,13.1,12.1,535.6,8.2645
ASIA ASSET,08-Dec-23,12.9,12,"1,340.10",7.5
ASIA ASSET,11-Dec-23,12.9,12.9,482.8,0
ASIA ASSET,14-Dec-23,12.1,12.6,"205,991.50",-3.9683
ASIA ASSET,15-Dec-23,12.1,12.1,484,0
ASIA ASSET,18-Dec-23,12.1,12,36,0.8333
ASIA ASSET,19-Dec-23,12.1,12.1,24.2,0
ASIA ASSET,21-Dec-23,12.1,12.1,12.1,0
ASIA ASSET,22-Dec-23,12.1,12.5,50,-3.2
ASIA ASSET,27-Dec-23,12.1,12.1,"1,689.90",0
ASIA ASSET,05-Jan-23,10.1,10.9,564.4,-7.3394
ASIA ASSET,09-Jan-23,10.9,10.9,"2,207.90",0
ASIA ASSET,12-Jan-23,10.9,11,20,-0.9091
ASIA ASSET,17-Jan-23,9.1,9.1,"1,365.00",0
ASIA ASSET,20-Jan-23,9.1,10.7,10.7,-14.9533
ASIA ASSET,01-Feb-23,10.5,10.5,"1,155.00",0
ASIA ASSET,06-Feb-23,10.5,10.4,20.8,0.9615
ASIA ASSET,13-Feb-23,10.5,10.4,20.8,0.9615
ASIA ASSET,14-Feb-23,10.5,9,19.4,16.6667
ASIA ASSET,15-Feb-23,10.5,10.4,41.6,0.9615
ASIA ASSET,20-Feb-23,10.5,10.5,10.5,0
ASIA ASSET,27-Feb-23,10.5,11,572.1,-4.5455
ASIA ASSET,02-Mar-23,10.5,10.9,10.9,-3.6697
ASIA ASSET,08-Mar-23,10.5,10.9,32.5,-3.6697
ASIA ASSET,13-Mar-23,10.5,10.9,32.7,-3.6697
ASIA ASSET,15-Mar-23,10.5,10.8,21.6,-2.7778
ASIA ASSET,20-Mar-23,10.5,10.5,10.5,0
ASIA ASSET,31-Mar-23,10.5,8.7,17.4,20.6897
ASIA ASSET,03-Apr-23,10.5,8.7,8.7,20.6897
ASIA ASSET,04-Apr-23,10.3,8.8,"6,193.20",17.0455
ASIA ASSET,10-Apr-23,10.3,10.9,10.9,-5.5046
ASIA ASSET,17-Apr-23,10.3,9.1,9.1,13.1868
ASIA ASSET,18-Apr-23,9.1,10.4,"2,482.70",-12.5
ASIA ASSET,24-Apr-23,9.1,10.3,30.9,-11.6505
ASIA ASSET,25-Apr-23,9.1,9.9,19.8,-8.0808
ASIA ASSET,26-Apr-23,10.3,10,"1,130.00",3
ASIA ASSET,27-Apr-23,10.5,10.3,"1,045.90",1.9417
ASIA ASSET,08-May-23,10.5,9,9,16.6667
ASIA ASSET,16-May-23,10.5,10.3,10.3,1.9417
ASIA ASSET,23-May-23,10.5,10.3,20.6,1.9417
ASIA ASSET,31-May-23,10.8,10,"50,054.10",8
ASIA ASSET,01-Jun-23,10.7,8.7,"4,050.00",22.9885
ASIA ASSET,02-Jun-23,10.7,11.1,111,-3.6036
ASIA ASSET,06-Jun-23,8.8,8.9,"24,919.00",-1.1236
ASIA ASSET,12-Jun-23,8.8,10.2,10.2,-13.7255
ASIA ASSET,13-Jun-23,10.2,10.1,"1,056.80",0.9901
ASIA ASSET,14-Jun-23,10.2,9.1,101.2,12.0879
ASIA ASSET,19-Jun-23,10.1,10.1,"2,030.20",0
ASIA ASSET,22-Jun-23,10,10,"2,000.00",0
ASIA ASSET,26-Jun-23,10,10,"1,100.00",0
ASIA ASSET,27-Jun-23,10,10,580,0
ASIA ASSET,04-Jul-23,9.1,10,"9,413.40",-9
ASIA ASSET,05-Jul-23,9.1,10.3,628.3,-11.6505
ASIA ASSET,07-Jul-23,9.1,10.3,10.3,-11.6505
ASIA ASSET,10-Jul-23,9.1,10.3,164.8,-11.6505
ASIA ASSET,11-Jul-23,10.3,10.3,"2,585.30",0
ASIA ASSET,12-Jul-23,10.8,10.8,"5,421.40",0
ASIA ASSET,13-Jul-23,10.8,10.6,10.6,1.8868
ASIA ASSET,14-Jul-23,10.8,10.8,10.8,0
ASIA ASSET,17-Jul-23,10.8,10.5,745.5,2.8571
ASIA ASSET,18-Jul-23,10.8,10.7,64.2,0.9346
ASIA ASSET,19-Jul-23,10.5,10.5,"142,936.50",0
ASIA ASSET,20-Jul-23,11.3,10.5,"985,342.00",7.619
ASIA ASSET,21-Jul-23,11.3,12,12,-5.8333
ASIA ASSET,24-Jul-23,10.6,11,"33,904.80",-3.6364
ASIA ASSET,25-Jul-23,12.9,10.7,"100,262.70",20.5607
ASIA ASSET,26-Jul-23,13.8,12.8,"296,060.40",7.8125
ASIA ASSET,27-Jul-23,14.7,14,"10,749.20",5
ASIA ASSET,28-Jul-23,14.7,11.7,613.2,25.641
ASIA ASSET,02-Aug-23,12.5,11.5,"6,391.10",8.6957
ASIA ASSET,04-Aug-23,13.9,13.9,"1,418.10",0
ASIA ASSET,07-Aug-23,13.9,14,14,-0.7143
ASIA ASSET,09-Aug-23,13.9,11.7,11.7,18.8034
ASIA ASSET,11-Aug-23,13.5,12.5,"28,690.00",8
ASIA ASSET,16-Aug-23,11.7,11.6,"8,326.00",0.8621
ASIA ASSET,18-Aug-23,11.7,11.7,11.7,0
ASIA ASSET,21-Aug-23,11.7,13,13,-10
ASIA ASSET,22-Aug-23,12.9,12.9,"1,328.70",0
ASIA ASSET,23-Aug-23,12.9,12.9,64.5,0
ASIA ASSET,24-Aug-23,12.9,12.9,"4,476.30",0
ASIA ASSET,25-Aug-23,12.7,13,"3,220.00",-2.3077
ASIA ASSET,28-Aug-23,12.4,12.1,"1,730.00",2.4793
ASIA ASSET,31-Aug-23,12.4,12.2,12.2,1.6393
ASIA ASSET,01-Sep-23,12.4,13,501,-4.6154
ASIA ASSET,05-Sep-23,12.2,13,"5,478.60",-6.1538
ASIA ASSET,06-Sep-23,12.2,13,13,-6.1538
ASIA ASSET,07-Sep-23,12.9,12.9,"5,908.20",0
ASIA ASSET,13-Sep-23,12.3,12.3,"1,869.60",0
ASIA ASSET,18-Sep-23,12.2,12.2,"4,684.80",0
ASIA ASSET,19-Sep-23,12.2,12.2,12.2,0
ASIA ASSET,25-Sep-23,12.5,12.5,"4,087.50",0
ASIA ASSET,26-Sep-23,12.2,12.2,"14,032.80",0
ASIA ASSET,03-Oct-23,12.2,12.2,"9,760.00",0
ASIA ASSET,06-Oct-23,12.7,12.8,"3,888.70",-0.7813
ASIA ASSET,09-Oct-23,12.7,12.5,125,1.6
ASIA ASSET,10-Oct-23,12.5,12.5,"17,500.00",0
ASIA ASSET,16-Oct-23,12.2,12.2,"31,598.00",0
ASIA ASSET,18-Oct-23,12.2,12.6,12.6,-3.1746
ASIA ASSET,26-Oct-23,12.2,12.7,38.1,-3.937
ASIA ASSET,30-Oct-23,12.2,12.7,63.5,-3.937
ASIA ASSET,06-Nov-23,12.2,12.6,126,-3.1746
ASIA ASSET,17-Nov-23,12.2,12.6,126,-3.1746
ASIA ASSET,21-Nov-23,12.2,15,84.6,-18.6667
ASIA ASSET,30-Nov-23,12.2,12.7,553.4,-3.937
ASIA ASSET,08-Dec-23,12.2,10,10,22
ASIA ASSET,14-Dec-23,12.2,10.3,10.3,18.4466
ASIA ASSET,15-Dec-23,12.2,14.7,632.8,-17.0068
ASIA ASSET,21-Dec-23,12.2,10.5,10.5,16.1905
ASIA ASSET,27-Dec-23,12.2,12.6,12.6,-3.1746
Softlogic Life,02-Jan-23,94.9,85.5,"281,594,188.40",10.9942
Softlogic Life,03-Jan-23,96.5,99.8,"308,707,416.75",-3.3066
Softlogic Life,04-Jan-23,97.9,97.5,"168,388,064.70",0.4103
Softlogic Life,05-Jan-23,98.7,100,"119,953,318.95",-1.3
Softlogic Life,09-Jan-23,111.5,100,"397,364,984.25",11.5
Softlogic Life,10-Jan-23,105.75,112,"236,058,817.00",-5.5804
Softlogic Life,11-Jan-23,113.5,109,"146,867,814.00",4.1284
Softlogic Life,12-Jan-23,113.25,118,"192,638,876.00",-4.0254
Softlogic Life,13-Jan-23,106.75,115,"258,950,541.75",-7.1739
Softlogic Life,17-Jan-23,97.5,109,"168,221,166.20",-10.5505
Softlogic Life,18-Jan-23,101.75,90,"140,499,293.75",13.0556
Softlogic Life,19-Jan-23,106,102,"93,082,963.50",3.9216
Softlogic Life,20-Jan-23,105.5,106,"89,085,664.75",-0.4717
Softlogic Life,23-Jan-23,101.5,106,"76,499,929.25",-4.2453
Softlogic Life,24-Jan-23,105.5,100,"120,313,380.75",5.5
Softlogic Life,25-Jan-23,107.25,106,"38,115,083.00",1.1792
Softlogic Life,26-Jan-23,113.75,108.5,"147,180,869.25",4.8387
Softlogic Life,27-Jan-23,116.25,117,"152,927,626.25",-0.641
Softlogic Life,30-Jan-23,118.5,116.25,"143,631,297.75",1.9355
Softlogic Life,31-Jan-23,120.5,120,"154,859,330.75",0.4167
Softlogic Life,01-Feb-23,124.25,122,"175,741,137.75",1.8443
Softlogic Life,02-Feb-23,125.5,123.5,"59,949,513.25",1.6194
Softlogic Life,03-Feb-23,129,126,"91,015,865.50",2.381
Softlogic Life,06-Feb-23,126,129,"51,844,424.25",-2.3256
Softlogic Life,07-Feb-23,122.75,127.5,"63,324,957.25",-3.7255
Softlogic Life,08-Feb-23,122.75,123.5,"72,443,125.00",-0.6073
Softlogic Life,09-Feb-23,125.25,122.75,"73,058,225.25",2.0367
Softlogic Life,10-Feb-23,133.5,126.5,"186,571,141.50",5.5336
Softlogic Life,13-Feb-23,128.5,135,"178,257,097.50",-4.8148
Softlogic Life,14-Feb-23,103,127,"287,452,845.50",-18.8976
Softlogic Life,15-Feb-23,98.2,95,"279,505,063.00",3.3684
Softlogic Life,16-Feb-23,107,105,"253,109,363.00",1.9048
Softlogic Life,17-Feb-23,97.4,108,"122,816,411.80",-9.8148
Softlogic Life,20-Feb-23,94,96.5,"37,498,924.60",-2.5907
Softlogic Life,21-Feb-23,94.4,92.7,"21,736,641.00",1.8339
Softlogic Life,22-Feb-23,94.5,97,"17,568,973.30",-2.5773
Softlogic Life,23-Feb-23,94.5,94,"33,163,190.60",0.5319
Softlogic Life,24-Feb-23,90.7,96,"30,814,646.10",-5.5208
Softlogic Life,27-Feb-23,84.8,90,"43,649,865.40",-5.7778
Softlogic Life,28-Feb-23,88.2,85,"38,351,166.20",3.7647
Softlogic Life,01-Mar-23,93.1,88.5,"15,109,706.60",5.1977
Softlogic Life,02-Mar-23,91.7,95,"12,771,396.80",-3.4737
Softlogic Life,03-Mar-23,90.8,94.7,"16,332,796.10",-4.1183
Softlogic Life,07-Mar-23,89.2,91.3,"10,026,129.30",-2.3001
Softlogic Life,08-Mar-23,87.9,89.8,"10,906,979.90",-2.1158
Softlogic Life,09-Mar-23,90.4,87.9,"22,323,319.70",2.8441
Softlogic Life,10-Mar-23,94.1,93.5,"40,535,030.20",0.6417
Softlogic Life,13-Mar-23,94.1,95,"8,770,195.50",-0.9474
Softlogic Life,14-Mar-23,91.2,95,"14,297,190.70",-4
Softlogic Life,15-Mar-23,90,91.2,"10,168,215.70",-1.3158
Softlogic Life,16-Mar-23,92.9,90.5,"29,517,211.00",2.6519
Softlogic Life,17-Mar-23,93.6,93.3,"19,826,650.80",0.3215
Softlogic Life,20-Mar-23,92.6,94,"10,099,835.50",-1.4894
Softlogic Life,21-Mar-23,98,95,"34,100,523.90",3.1579
Softlogic Life,22-Mar-23,92.6,96.4,"11,613,810.10",-3.9419
Softlogic Life,23-Mar-23,94.6,97,"31,494,664.00",-2.4742
Softlogic Life,24-Mar-23,92,95,"3,607,151.90",-3.1579
Softlogic Life,27-Mar-23,89.5,91.5,"11,207,476.70",-2.1858
Softlogic Life,28-Mar-23,88.8,90,"8,394,958.20",-1.3333
Softlogic Life,29-Mar-23,87.5,89,"3,629,821.80",-1.6854
Softlogic Life,30-Mar-23,85,89.1,"17,569,486.50",-4.6016
Softlogic Life,31-Mar-23,84.4,87,"12,558,749.50",-2.9885
Softlogic Life,03-Apr-23,84.8,86,"3,746,082.40",-1.3953
Softlogic Life,04-Apr-23,84.2,84.5,"4,964,819.20",-0.355
Softlogic Life,06-Apr-23,81.2,84.5,"13,150,279.60",-3.9053
Softlogic Life,10-Apr-23,83.1,83,"15,990,935.00",0.1205
Softlogic Life,11-Apr-23,86,83,"9,763,789.10",3.6145
Softlogic Life,12-Apr-23,83.8,87.8,"6,601,397.00",-4.5558
Softlogic Life,17-Apr-23,82,85.2,"10,720,158.80",-3.7559
Softlogic Life,18-Apr-23,81.6,82,"12,297,538.50",-0.4878
Softlogic Life,19-Apr-23,80.8,82,"7,750,526.20",-1.4634
Softlogic Life,20-Apr-23,78.2,81.5,"22,360,970.20",-4.0491
Softlogic Life,21-Apr-23,76.6,78.9,"6,484,799.10",-2.9151
Softlogic Life,24-Apr-23,74.4,75.5,"5,756,898.00",-1.457
Softlogic Life,25-Apr-23,71,74.4,"17,510,274.40",-4.5699
Softlogic Life,26-Apr-23,71.1,72.1,"37,628,047.10",-1.387
Softlogic Life,27-Apr-23,70.5,70.2,"12,441,687.20",0.4274
Softlogic Life,28-Apr-23,70.4,70.5,"5,871,696.10",-0.1418
Softlogic Life,02-May-23,65.2,70,"16,200,680.50",-6.8571
Softlogic Life,03-May-23,65,69,"7,527,223.10",-5.7971
Softlogic Life,04-May-23,66.8,65,"1,642,100.30",2.7692
Softlogic Life,08-May-23,68.1,67.7,"12,557,786.20",0.5908
Softlogic Life,09-May-23,69,68.1,"9,348,709.80",1.3216
Softlogic Life,10-May-23,70.9,69.5,"3,639,972.60",2.0144
Softlogic Life,11-May-23,76.7,71.4,"25,791,356.80",7.423
